wavenumber(cm^-1),k(x),k(y),k(z)
1.558280060000000049e+03,6.863635038222452097e-05,5.212145451876712404e-05,5.340371790253240077e-05
1.560208620000000110e+03,6.906048919705506332e-05,5.240349504789782288e-05,5.373113127626951568e-05
1.562137189999999919e+03,6.948879195887629559e-05,5.268821182199887314e-05,5.406189233464222908e-05
1.564065749999999980e+03,6.992131144146270395e-05,5.297564206259810956e-05,5.439604808823793298e-05
1.565994320000000016e+03,7.035811037370543451e-05,5.326582979946359743e-05,5.473365348223326396e-05
1.567922880000000077e+03,7.079924351961927565e-05,5.355881397182615735e-05,5.507475756141199308e-05
1.569851450000000114e+03,7.124477582256097711e-05,5.385464049305056745e-05,5.541941750434411135e-05
1.571780009999999947e+03,7.169476412914469257e-05,5.415335012328647098e-05,5.576768450197679768e-05
1.573708570000000009e+03,7.214927332854315176e-05,5.445498919829215052e-05,5.611961625198481500e-05
1.575637140000000045e+03,7.260836955318096444e-05,5.475960512524836007e-05,5.647527171437884483e-05
1.577565700000000106e+03,7.307211295816245773e-05,5.506724160620412537e-05,5.683470552610596019e-05
1.579494269999999915e+03,7.354057447232969569e-05,5.537794976518663149e-05,5.719798099278552045e-05
1.581422829999999976e+03,7.401381658770490965e-05,5.569177541833458280e-05,5.756515521211974295e-05
1.583351400000000012e+03,7.449191282232528444e-05,5.600877199753103607e-05,5.793629418056279925e-05
1.585279960000000074e+03,7.497492811720399904e-05,5.632898756625192682e-05,5.831145759803000228e-05
1.587208530000000110e+03,7.546293870054274211e-05,5.665247800673118103e-05,5.869071430336016289e-05
1.589137089999999944e+03,7.595601208093029355e-05,5.697929377342422487e-05,5.907412675019309533e-05
1.591065650000000005e+03,7.645422472785653263e-05,5.730949163146366473e-05,5.946176476093840632e-05
1.592994220000000041e+03,7.695765463342422563e-05,5.764312974432219598e-05,5.985369976857848884e-05
1.594922780000000103e+03,7.746637339531523025e-05,5.798026244738622856e-05,6.024999866556843926e-05
1.596851349999999911e+03,7.798046459319802834e-05,5.832095244732820439e-05,6.065073813224089368e-05
1.598779909999999973e+03,7.850000272037032647e-05,5.866525688167387263e-05,6.105598824342204961e-05
1.600708480000000009e+03,7.902507454807484934e-05,5.901324150029781975e-05,6.146582914277910206e-05
1.602637040000000070e+03,7.955575761043656420e-05,5.936496643118722972e-05,6.188033428158987333e-05
1.604565610000000106e+03,8.009214202659434767e-05,5.972050066853190587e-05,6.229958747441525948e-05
1.606494169999999940e+03,8.063430852556818557e-05,6.007990753472662734e-05,6.272366575772680920e-05
1.608422730000000001e+03,8.118234788308076419e-05,6.044325759164289154e-05,6.315265460287865142e-05
1.610351300000000037e+03,8.173635275788926965e-05,6.081062326037913390e-05,6.358664156813094827e-05
1.612279860000000099e+03,8.229640898125231989e-05,6.118207307536976860e-05,6.402570949456549954e-05
1.614208429999999908e+03,8.286261578966052190e-05,6.155768513476500949e-05,6.446995238806458022e-05
1.616136989999999969e+03,8.343506263764140132e-05,6.193753175620936443e-05,6.491945727007811858e-05
1.618065560000000005e+03,8.401385273578572106e-05,6.232169512838160199e-05,6.537432267653086845e-05
1.619994120000000066e+03,8.459907935246385724e-05,6.271025162412454583e-05,6.583464008082133350e-05
1.621922690000000102e+03,8.519084987703857948e-05,6.310328781288125698e-05,6.630051283899843933e-05
1.623851249999999936e+03,8.578926159457243481e-05,6.350088441879297410e-05,6.677203716990761783e-05
1.625779809999999998e+03,8.639442313534495890e-05,6.390313061004795187e-05,6.724931907321917324e-05
1.627708380000000034e+03,8.700644548388675886e-05,6.431011807863077528e-05,6.773246730052384613e-05
1.629636940000000095e+03,8.762543235977186113e-05,6.472193468980902344e-05,6.822158579237205768e-05
1.631565509999999904e+03,8.825150258290090735e-05,6.513867941003358901e-05,6.871679138304232002e-05
1.633494069999999965e+03,8.888476445668623777e-05,6.556044531891298658e-05,6.921819360272511972e-05
1.635422640000000001e+03,8.952534180579998005e-05,6.598733700036305742e-05,6.972591532047655921e-05
1.637351200000000063e+03,9.017334777127237024e-05,6.641945315082962010e-05,7.024007204476551711e-05
1.639279759999999897e+03,9.082890803549185509e-05,6.685690211882351554e-05,7.076079037695563614e-05
1.641208329999999933e+03,9.149215110521994102e-05,6.729979550518479031e-05,7.128820037786328116e-05
1.643136889999999994e+03,9.216319789190089633e-05,6.774824127105032808e-05,7.182242732656596935e-05
1.645065460000000030e+03,9.284218596259543699e-05,6.820236001312207858e-05,7.236361107325835792e-05
1.646994020000000091e+03,9.352924177945622954e-05,6.866226649232163269e-05,7.291188400179455641e-05
1.648922589999999900e+03,9.422450894994886057e-05,6.912808861443238081e-05,7.346739361415164152e-05
1.650851149999999961e+03,9.492811980761877832e-05,6.959994849641820279e-05,7.403027992157988754e-05
1.652779719999999998e+03,9.564022434352201652e-05,7.007798194676608634e-05,7.460069863557026396e-05
1.654708280000000059e+03,9.636096110613131854e-05,7.056231905061072576e-05,7.517879796530588330e-05
1.656636839999999893e+03,9.709048303184300598e-05,7.105310161072813117e-05,7.576473938182139525e-05
1.658565409999999929e+03,9.782894666970349650e-05,7.155047604036244787e-05,7.635868909250928050e-05
1.660493969999999990e+03,9.857650058953413902e-05,7.205458566337050045e-05,7.696080879119442662e-05
1.662422540000000026e+03,9.933331240766899470e-05,7.256558905186728174e-05,7.757127750300637972e-05
1.664351100000000088e+03,1.000995378810443158e-04,7.308363931844496326e-05,7.819026679211176748e-05
1.666279669999999896e+03,1.008753524165841004e-04,7.360890553523428460e-05,7.881796628709440786e-05
1.668208229999999958e+03,1.016609193986870238e-04,7.414155146982669327e-05,7.945455820715427561e-05
1.670136799999999994e+03,1.024564224955005901e-04,7.468175761981085290e-05,8.010024362206755611e-05
1.672065360000000055e+03,1.032620331926924656e-04,7.522969936797961968e-05,8.075521626863182295e-05
1.673993919999999889e+03,1.040779396681969042e-04,7.578556676031156800e-05,8.141968610846552076e-05
1.675922489999999925e+03,1.049043347922965576e-04,7.634955657049909020e-05,8.209386975694310442e-05
1.677851049999999987e+03,1.057414031717861475e-04,7.692186364005568796e-05,8.277798003813535916e-05
1.679779620000000023e+03,1.065893514287241667e-04,7.750270177208890378e-05,8.347225086171448829e-05
1.681708180000000084e+03,1.074483736231040453e-04,7.809228031828645657e-05,8.417690913090539293e-05
1.683636749999999893e+03,1.083186865883409658e-04,7.869082862917904674e-05,8.489220385417370774e-05
1.685565309999999954e+03,1.092004944551035276e-04,7.929857196293975060e-05,8.561837723157173722e-05
1.687493879999999990e+03,1.100940249274402321e-04,7.991575671188409487e-05,8.635569467194389244e-05
1.689422440000000051e+03,1.109994928744437718e-04,8.054262560132484253e-05,8.710441502150724404e-05
1.691351000000000113e+03,1.119171327935297592e-04,8.117944040822230455e-05,8.786481755872816606e-05
1.693279569999999921e+03,1.128471853855821013e-04,8.182647305770138137e-05,8.863719119505300667e-05
1.695208129999999983e+03,1.137898830017050432e-04,8.248399581867262877e-05,8.942182260687389064e-05
1.697136700000000019e+03,1.147454837717165881e-04,8.315230544770265959e-05,9.021902487197914870e-05
1.699065260000000080e+03,1.157142327085958797e-04,8.383169646085868827e-05,9.102910538166705508e-05
1.700993829999999889e+03,1.166964015786839165e-04,8.452248945150337648e-05,9.185239941136331835e-05
1.702922389999999950e+03,1.176922489437954661e-04,8.522500352480779013e-05,9.268923703124931689e-05
1.704850959999999986e+03,1.187020611534189609e-04,8.593958562422447981e-05,9.353997781818713790e-05
1.706779520000000048e+03,1.197261112829975588e-04,8.666658208712481153e-05,9.440497671829127383e-05
1.708708080000000109e+03,1.207646958713820670e-04,8.740636517592444848e-05,9.528461536505335172e-05
1.710636649999999918e+03,1.218181198290474871e-04,8.815932305953045570e-05,9.617928984329139174e-05
1.712565209999999979e+03,1.228866800018800563e-04,8.892584865294245525e-05,9.708939712591683232e-05
1.714493780000000015e+03,1.239707039060168560e-04,8.970636803040382549e-05,9.801536848639150830e-05
1.716422340000000077e+03,1.250705057107376567e-04,9.050130958553657490e-05,9.895763251933517525e-05
1.718350910000000113e+03,1.261864315439666052e-04,9.131113745110534146e-05,9.991665439441633741e-05
1.720279469999999947e+03,1.273188142084037862e-04,9.213631961464882061e-05,1.008928976437140074e-04
1.722208039999999983e+03,1.284680198421740097e-04,9.297736270083677287e-05,1.018868648965691654e-04
1.724136600000000044e+03,1.296344013160257119e-04,9.383477898919072194e-05,1.028990583739417805e-04
1.726065160000000105e+03,1.308183401247264995e-04,9.470911808419243917e-05,1.039300168048724920e-04
1.727993729999999914e+03,1.320202293361505202e-04,9.560095567142660371e-05,1.049803015415285101e-04
1.729922289999999975e+03,1.332404549214218678e-04,9.651088079724633249e-05,1.060504809985220073e-04
1.731850860000000011e+03,1.344794400748128380e-04,9.743953013528483260e-05,1.071411703310502588e-04
1.733779420000000073e+03,1.357375950663951172e-04,9.838755200830208339e-05,1.082529884138911324e-04
1.735707990000000109e+03,1.370153691506177500e-04,9.935564684074986734e-05,1.093866045829647050e-04
1.737636549999999943e+03,1.383131988939211509e-04,1.003445298754768427e-04,1.105426940864802392e-04
1.739565119999999979e+03,1.396315617448921442e-04,1.013549735651953182e-04,1.117219868260129373e-04
1.741493680000000040e+03,1.409709227703773355e-04,1.023877689201919570e-04,1.129252212056300466e-04
1.743422240000000102e+03,1.423317828553857854e-04,1.034437644783179082e-04,1.141531885925015631e-04
1.745350809999999910e+03,1.437146593423784110e-04,1.045238539050379214e-04,1.154067176510916961e-04
1.747279369999999972e+03,1.451200646973273766e-04,1.056289616491043812e-04,1.166866565256335952e-04
1.749207940000000008e+03,1.465485577113902335e-04,1.067600857141885284e-04,1.179939211141398575e-04
1.751136500000000069e+03,1.480006859423486497e-04,1.079182553013092875e-04,1.193294445712128192e-04
1.753065070000000105e+03,1.494770457780434032e-04,1.091045815547630636e-04,1.206942343818868713e-04
1.754993629999999939e+03,1.509782230223210328e-04,1.103202136130518356e-04,1.220893199853213644e-04
1.756922199999999975e+03,1.525048550338193025e-04,1.115663923201669762e-04,1.235158127064023509e-04
1.758850760000000037e+03,1.540575693707536755e-04,1.128444046293397378e-04,1.249748514201443484e-04
1.760779320000000098e+03,1.556370398560987011e-04,1.141556337271901439e-04,1.264676577788802539e-04
1.762707889999999907e+03,1.572439644924927880e-04,1.155015461821096081e-04,1.279955189911727883e-04
1.764636449999999968e+03,1.588790409378537823e-04,1.168836765102162942e-04,1.295597678037377549e-04
1.766565020000000004e+03,1.605430263563306355e-04,1.183036833537268444e-04,1.311618433619858245e-04
1.768493580000000065e+03,1.622366707998640432e-04,1.197632995988794086e-04,1.328032316511168227e-04
1.770422150000000101e+03,1.639607875470908236e-04,1.212643995202312253e-04,1.344855378312433786e-04
1.772350709999999935e+03,1.657161841994455969e-04,1.228089471718191335e-04,1.362104244834026095e-04
1.774279269999999997e+03,1.675037263166862910e-04,1.243990601936656708e-04,1.379796791020048699e-04
1.776207840000000033e+03,1.693243128823130694e-04,1.260369983572673239e-04,1.397951965726962299e-04
1.778136400000000094e+03,1.711788488574821283e-04,1.277251489417696175e-04,1.416589582307908489e-04
1.780064969999999903e+03,1.730683134232840884e-04,1.294660999773832618e-04,1.435731075309244070e-04
1.781993529999999964e+03,1.749936848482810275e-04,1.312625846532590652e-04,1.455398827265220628e-04
1.783922100000000000e+03,1.769560208169073388e-04,1.331175696273818908e-04,1.475617073751779834e-04
1.785850660000000062e+03,1.789563805751474585e-04,1.350341981782332589e-04,1.496411208701728651e-04
1.787779230000000098e+03,1.809959085137180436e-04,1.370158869088209774e-04,1.517808758088820011e-04
1.789707789999999932e+03,1.830757534424154638e-04,1.390662680236090575e-04,1.539838665263512489e-04
1.791636349999999993e+03,1.851971445202826318e-04,1.411892847513691374e-04,1.562532224370842917e-04
1.793564920000000029e+03,1.873613630421004617e-04,1.433891893500710286e-04,1.585922945589456100e-04
1.795493480000000091e+03,1.895697104839057581e-04,1.456705375037136633e-04,1.610046378759916023e-04
1.797422049999999899e+03,1.918235904533582544e-04,1.480383031730491598e-04,1.634941198066770882e-04
1.799350609999999961e+03,1.941244200152563804e-04,1.504978219070642780e-04,1.660648452776129606e-04
1.801279179999999997e+03,1.964737263280552236e-04,1.530549319823085630e-04,1.687212883153448105e-04
1.803207740000000058e+03,1.988730544112722186e-04,1.557159204468525353e-04,1.714682169367665163e-04
1.805136310000000094e+03,2.013240680139657284e-04,1.584876837867397570e-04,1.743108389995236946e-04
1.807064869999999928e+03,2.038284535435070050e-04,1.613776790017876401e-04,1.772547281504159198e-04
1.808993429999999989e+03,2.063880119569301325e-04,1.643940927116041258e-04,1.803059709428546972e-04
1.810922000000000025e+03,2.090046255891760769e-04,1.675458805581736142e-04,1.834711762511013794e-04
1.812850560000000087e+03,2.116802198600996961e-04,1.708428059939463774e-04,1.867574815346534746e-04
1.814779129999999896e+03,2.144168626892256808e-04,1.742956604384145256e-04,1.901727353152601321e-04
1.816707689999999957e+03,2.172166570281568176e-04,1.779162454210072696e-04,1.937254359793131502e-04
1.818636259999999993e+03,2.200818577966376854e-04,1.817176532618380652e-04,1.974249598498821652e-04
1.820564820000000054e+03,2.230147587085101648e-04,1.857142749601197677e-04,2.012815125472578229e-04
1.822493390000000090e+03,2.260178136720430065e-04,1.899221417614707554e-04,2.053063966849142622e-04
1.824421949999999924e+03,2.290935167865860826e-04,1.943589723957768261e-04,2.095119833657944539e-04
1.826350509999999986e+03,2.322445110548065678e-04,1.990445721689635490e-04,2.139120089188714408e-04
1.828279080000000022e+03,2.354735425157288334e-04,2.040010652017267088e-04,2.185216947764266344e-04
1.830207640000000083e+03,2.387834052505645043e-04,2.092531549354280775e-04,2.233578792335681501e-04
1.832136209999999892e+03,2.421770537812354557e-04,2.148287137889681958e-04,2.284394319341189643e-04
1.834064769999999953e+03,2.456574559945463583e-04,2.207590464436520435e-04,2.337873407169722441e-04
1.835993339999999989e+03,2.492277191051968615e-04,2.270796966970027272e-04,2.394252639763396265e-04
1.837921900000000051e+03,2.528909233774251667e-04,2.338308898741284887e-04,2.453797142509546014e-04
1.839850470000000087e+03,2.566502391517583239e-04,2.410586270424263321e-04,2.516807785728683968e-04
1.841779029999999921e+03,2.605087311628278808e-04,2.488154116408416343e-04,2.583624553198088109e-04
1.843707589999999982e+03,2.644694332966226265e-04,2.571617353368568890e-04,2.654635859774006246e-04
1.845636160000000018e+03,2.685352094043081056e-04,2.661674897096224504e-04,2.730286286676123549e-04
1.847564720000000079e+03,2.727085739696637678e-04,2.759136803477142815e-04,2.811085871708766644e-04
1.849493289999999888e+03,2.769916858019520972e-04,2.864950914370730829e-04,2.897625969852031286e-04
1.851421849999999949e+03,2.813859628423582421e-04,2.980228034833691400e-04,2.990592120782394753e-04
1.853350419999999986e+03,2.858919699077082702e-04,3.106283405186238450e-04,3.090788021292873193e-04
1.855278980000000047e+03,2.905088386677251422e-04,3.244679283177600063e-04,3.199157426494153144e-04
1.857207550000000083e+03,2.952339066275112356e-04,3.397291448548631163e-04,3.316821268521495799e-04
1.859136109999999917e+03,3.000617666600294189e-04,3.566383410090448371e-04,3.445115664231253988e-04
1.861064669999999978e+03,3.049833784803460666e-04,3.754717509317138349e-04,3.585651601431785913e-04
1.862993240000000014e+03,3.099845087871124492e-04,3.965694634992447264e-04,3.740386814600802452e-04
1.864921800000000076e+03,3.150435387285996933e-04,4.203542926015890703e-04,3.911721467948050591e-04
1.866850370000000112e+03,3.201286154055974485e-04,4.473591424333418515e-04,4.102637797057919681e-04
1.868778929999999946e+03,3.251930417936788574e-04,4.782633217305599840e-04,4.316877931037851630e-04
1.870707499999999982e+03,3.301690065645486579e-04,5.139471307950062859e-04,4.559212441804761599e-04
1.872636060000000043e+03,3.349576844894004203e-04,5.555688191027564242e-04,4.835805888184767256e-04
1.874564630000000079e+03,3.394146885648519052e-04,6.046835568380450315e-04,5.154778133879924559e-04
1.876493189999999913e+03,3.433269677165992086e-04,6.634230162721336047e-04,5.527025344187360117e-04
1.878421749999999975e+03,3.463765915403459682e-04,7.347862578261956908e-04,5.967527929281896690e-04
1.880350320000000011e+03,3.480813859424249134e-04,8.231182026608972486e-04,6.497439962536547030e-04
1.882278880000000072e+03,3.476955410637953001e-04,9.349370597069353020e-04,7.147599655239429478e-04
1.884207450000000108e+03,3.440375374431001686e-04,1.080451234002260128e-03,7.964773941476121968e-04
1.886136009999999942e+03,3.351814256595917092e-04,1.276500252160140932e-03,9.023318697467447086e-04
1.888064579999999978e+03,3.178819081420232798e-04,1.552771884347831392e-03,1.044888036288277398e-03
1.889993140000000039e+03,2.864708219398527005e-04,1.966289535045949357e-03,1.247110354912456471e-03
1.891921710000000076e+03,2.307349489510948312e-04,2.640125865012647993e-03,1.555730549913006584e-03
1.893850269999999909e+03,1.324796066212568786e-04,3.887834631613727200e-03,2.081677081797764835e-03
1.895778829999999971e+03,-3.133526700686019544e-05,6.741127442707359023e-03,3.160075344518800244e-03
1.897707400000000007e+03,-1.328638567218968938e-04,1.646526483754767040e-02,6.339365504683423976e-03
1.899635960000000068e+03,2.620842855709606435e-03,7.698765497503101685e-02,2.353252694227757694e-02
1.901564530000000104e+03,-3.452378311760342933e-02,4.975163993755835762e-02,3.304482437895315400e-02
1.903493089999999938e+03,-1.595128730137117951e-02,3.931056261096702725e-02,2.445054858240249332e-02
1.905421659999999974e+03,-1.407162044607517502e-02,3.740750698178377243e-02,3.275173469091333806e-02
1.907350220000000036e+03,1.483740116327079278e-02,5.866937671597616255e-02,3.143493375472334456e-02
1.909278780000000097e+03,-1.421710197223358639e-02,6.251580520706744026e-02,4.327404521607105398e-02
1.911207349999999906e+03,6.501262713518481118e-03,7.053042236870642190e-02,4.180828640045432254e-02
1.913135909999999967e+03,2.055301333513162923e-02,6.594714256758212045e-02,3.382973653117827412e-02
1.915064480000000003e+03,1.538792586221167033e-02,3.152998449534890474e-02,2.017199295614622440e-02
1.916993040000000065e+03,3.095579232189217891e-02,2.998895085225538812e-02,2.053605902362609995e-02
1.918921610000000101e+03,2.515627720168818471e-02,-8.574143382279691625e-03,2.401639080225810921e-02
1.920850169999999935e+03,3.327059563095504519e-02,7.529496004913756139e-03,1.794940121251278192e-02
1.922778739999999971e+03,3.279570152210754819e-02,3.869040550900199049e-02,1.336919305708958623e-02
1.924707300000000032e+03,2.735833405940372998e-02,2.604015775161505619e-02,1.820864895995275359e-02
1.926635860000000093e+03,4.453718830782860648e-03,1.679265941603164461e-02,2.693297256199666742e-02
1.928564429999999902e+03,3.962020577413721822e-02,4.372500034556713044e-02,2.646308152435523572e-02
1.930492989999999963e+03,4.687042206701431263e-02,1.318191689266532199e-02,3.336295960406784888e-02
1.932421559999999999e+03,4.452616306716651595e-02,3.007915899998758053e-02,3.286106414379810770e-02
1.934350120000000061e+03,2.200512735606797998e-02,3.844249723710869288e-02,2.773042090728999876e-02
1.936278690000000097e+03,1.771483409505103523e-02,5.479287582023969344e-02,4.728292195169492979e-02
1.938207249999999931e+03,-3.292336917611544782e-03,7.541818198391317396e-02,5.056524722762854168e-02
1.940135819999999967e+03,1.159398312797853096e-02,1.023524778673640390e-01,4.581702675088068083e-02
1.942064380000000028e+03,-6.226143316180708523e-04,7.582745059234372031e-02,5.201594950452068794e-02
1.943992940000000090e+03,-4.076500611757109642e-03,7.282976390133215350e-02,4.210443876760976145e-02
1.945921509999999898e+03,5.656041172607955379e-03,9.551824797611377371e-02,4.748890083244848570e-02
1.947850069999999960e+03,3.587555993487203526e-02,8.906141105154588566e-02,4.424066108162230671e-02
1.949778639999999996e+03,2.306348199190455181e-02,4.497142763513555658e-02,3.105601772496075982e-02
1.951707200000000057e+03,7.804459402947422526e-03,1.952780266056342723e-02,3.296520008609949565e-02
1.953635770000000093e+03,-1.043183391263801697e-02,8.645292252718391954e-03,3.995287806950367782e-02
1.955564329999999927e+03,8.231793966234229182e-03,4.907320972154129157e-02,2.336988471449547716e-02
1.957492899999999963e+03,-2.555468568893274825e-02,-1.379201363527312110e-02,2.090948284538222610e-02
1.959421460000000025e+03,-5.537297104869821213e-02,-5.096926307733368883e-02,1.949921359237311719e-02
1.961350020000000086e+03,2.582035006862373749e-02,2.888497053210117155e-02,7.428106551548485127e-03
1.963278589999999895e+03,-1.314302786791637749e-03,5.247558817351383013e-03,2.224877953377722706e-02
1.965207149999999956e+03,3.309954619755217653e-02,2.752588258591733006e-02,1.308593099814316270e-02
1.967135719999999992e+03,6.322228072883179575e-03,6.241800526594603465e-03,1.686819529869724998e-02
1.969064280000000053e+03,2.759830031564390607e-02,2.726476142992840385e-02,1.389771305189237138e-02
1.970992850000000089e+03,3.622980877719747528e-02,7.333332773641108859e-02,1.129371331586358392e-02
1.972921409999999923e+03,1.442075531389591485e-02,3.864023393934434836e-02,4.870970087667309684e-03
1.974849979999999960e+03,-8.308532542011016347e-03,2.856419427577383541e-02,6.816145953307248262e-03
1.976778540000000021e+03,-2.886876810691721071e-02,-3.323721918959698929e-02,1.385212380559063504e-02
1.978707100000000082e+03,1.865381600055326938e-02,1.116826755375101808e-02,6.011856146839858299e-03
1.980635669999999891e+03,1.480670586900680735e-02,5.058959127578061530e-05,1.300507832343285666e-02
1.982564229999999952e+03,3.492492503319045115e-03,-1.196831939029022011e-02,2.054244066794125648e-02
1.984492799999999988e+03,-1.414892147307755983e-02,-1.849190858161054926e-02,2.732364060145446236e-02
1.986421360000000050e+03,7.302858471167161455e-03,7.706241331772021273e-03,2.216669496756148647e-02
1.988349930000000086e+03,6.993477720803150353e-03,1.279443044349807580e-02,1.502587243534125698e-02
1.990278489999999920e+03,9.915693704778068968e-03,3.523017299537162250e-02,1.487878696510146377e-02
1.992207059999999956e+03,-7.676783987532165808e-03,1.562882234957935906e-02,2.532252154845444220e-02
1.994135620000000017e+03,1.511389616638666479e-02,4.277532472990384221e-02,2.456639795786107888e-02
1.996064180000000079e+03,-1.334101368966393066e-02,-9.504747090772491108e-03,3.238743242276114626e-02
1.997992749999999887e+03,4.242943470218187192e-03,-1.477867730365320853e-03,2.918469308003784554e-02
1.999921309999999949e+03,-1.511747248555379841e-02,-2.376299088260019551e-02,2.283470432416324220e-02
2.001849879999999985e+03,2.472687924065964174e-02,1.282638763378649363e-02,2.122261267208693652e-02
2.003778440000000046e+03,-4.864296673311067432e-04,7.552277484244388113e-03,3.165808233859846582e-02
2.005707010000000082e+03,-2.325353014873721667e-03,1.716274758830324890e-02,3.439313776696569652e-02
2.007635569999999916e+03,-6.411877124047415423e-03,2.772513452240159965e-02,4.166667178348242712e-02
2.009564139999999952e+03,9.719658124046490905e-03,2.487528729624607915e-02,3.402405598535920145e-02
2.011492700000000013e+03,4.408892338329382932e-02,2.406627855928039628e-02,3.433790996240636967e-02
2.013421260000000075e+03,3.945520424079524552e-02,-2.373555121180666045e-03,4.023161583522720519e-02
2.015349830000000111e+03,3.894318352114235771e-02,2.622463523374802402e-02,4.813580434911007150e-02
2.017278389999999945e+03,7.296894595105739290e-02,2.721528973050097930e-02,5.559649596187796194e-02
2.019206959999999981e+03,4.661997587119162678e-02,-4.705142294225085967e-03,5.833900729931024154e-02
2.021135520000000042e+03,9.240311759590295881e-02,2.106885894205598811e-02,5.501873679532708755e-02
2.023064090000000078e+03,4.929892412300220655e-02,2.209357509801177996e-02,4.091394816882896329e-02
2.024992649999999912e+03,3.175968741029867176e-02,1.379666447083386684e-02,3.037612037080990660e-02
2.026921219999999948e+03,3.657127732605337106e-02,1.803978006413425178e-02,3.790900999552212353e-02
2.028849780000000010e+03,4.463514419245168813e-02,-7.557456600264716128e-03,4.322897108388456394e-02
2.030778340000000071e+03,3.523091603720854975e-02,-8.680727730063123732e-03,5.039371516840294996e-02
2.032706910000000107e+03,7.294788063870488726e-02,1.187678526235596069e-02,4.787452701082457740e-02
2.034635469999999941e+03,7.297234588803051814e-02,1.277156139031686982e-02,6.073562417385174050e-02
2.036564039999999977e+03,9.692310914708344993e-02,3.111519382400633124e-02,5.436105551990270957e-02
2.038492600000000039e+03,9.098030673703833004e-02,-6.526309637644128574e-03,6.701615237469181474e-02
2.040421170000000075e+03,1.000201159921654120e-01,4.220646617923466508e-03,7.327890105710342661e-02
2.042349729999999909e+03,8.455316382708286116e-02,-2.370160904555338940e-02,8.305316279899674359e-02
2.044278299999999945e+03,9.876798614646060959e-02,-2.748744057326475611e-03,7.828876173738201494e-02
2.046206860000000006e+03,1.162552781170515803e-01,4.313200643733608453e-02,8.789761241209427534e-02
2.048135420000000067e+03,1.194275353871483286e-01,1.377632370095693316e-02,8.866073383636936811e-02
2.050063990000000103e+03,1.515320895241444032e-01,1.811442997371333699e-02,1.022123495818094696e-01
2.051992549999999937e+03,1.841842300229271090e-01,1.108146964229562818e-02,1.088781885272836203e-01
2.053921119999999974e+03,1.850309530071974073e-01,6.125544130443684628e-03,1.065613097877550902e-01
2.055849679999999807e+03,1.958903832959000557e-01,1.252008388434055867e-02,1.174926930712303363e-01
2.057778249999999844e+03,1.749596719469458661e-01,-9.865941736216701785e-03,1.226879293833936374e-01
2.059706810000000132e+03,1.976193845492130730e-01,-1.148648073251308868e-02,1.230038891185576688e-01
2.061635369999999966e+03,2.139993982272837547e-01,3.778958596641499718e-02,1.243299398011660228e-01
2.063563940000000002e+03,1.996105132867730392e-01,4.548909017459770721e-02,1.204559956382595526e-01
2.065492499999999836e+03,1.949899890139080716e-01,3.853666081882446692e-02,1.219457432611609354e-01
2.067421069999999872e+03,2.069831504075654582e-01,3.841005333993245674e-02,1.420476953398250308e-01
2.069349630000000161e+03,1.874491164537112342e-01,4.863358772427031976e-03,1.428986738958507863e-01
2.071278200000000197e+03,2.027730093266687517e-01,-1.754086768839212274e-02,1.309018614498252964e-01
2.073206760000000031e+03,2.160937738542176578e-01,-3.465622691968739920e-03,1.154270795549448697e-01
2.075135330000000067e+03,1.765940227014128061e-01,-5.880550438298820515e-02,1.292776229898540408e-01
2.077063889999999901e+03,2.457359961698914741e-01,4.341171102858754072e-03,1.277425621722925175e-01
2.078992450000000190e+03,2.408776078055330783e-01,7.548501610590595268e-02,1.273863173554259931e-01
2.080921020000000226e+03,2.378905935973054109e-01,4.101257257648278226e-02,1.218653505027639944e-01
2.082849580000000060e+03,2.428852789923430511e-01,2.322678816087464515e-02,1.140653458964448613e-01
2.084778150000000096e+03,2.015371474187890866e-01,-1.424108620179605038e-02,1.119503416636064147e-01
2.086706709999999930e+03,2.144554533429056109e-01,7.489686467130254356e-03,1.080842224671250962e-01
2.088635279999999966e+03,2.175649770981678000e-01,-1.649705545679299497e-03,1.131004619305596148e-01
2.090563839999999800e+03,2.377222824537393864e-01,-6.211404786213694205e-03,1.135898905780216156e-01
2.092492409999999836e+03,2.193019767741349046e-01,1.066763216969513969e-02,9.634494321093553526e-02
2.094420970000000125e+03,2.242887350454446926e-01,6.064446442784716257e-03,1.103558141827087336e-01
2.096349529999999959e+03,2.308645838484659207e-01,1.186209069583978731e-02,1.125032636676733672e-01
2.098278099999999995e+03,2.112651784611448980e-01,-1.420230490579301071e-02,1.259458658830610311e-01
2.100206659999999829e+03,2.477455129051175653e-01,-1.099150294901984383e-02,1.008584394651067528e-01
2.102135229999999865e+03,2.253531990329334378e-01,6.726720285397239964e-03,8.934778794633536914e-02
2.104063790000000154e+03,2.120939305371273564e-01,-1.405249949506090501e-02,8.633299339072779410e-02
2.105992360000000190e+03,2.034970264781000571e-01,-2.806377171935469858e-02,8.296185329919704421e-02
2.107920920000000024e+03,2.297071980235284305e-01,-1.740808187445752261e-02,8.957789124981453688e-02
2.109849490000000060e+03,2.176315669248939377e-01,1.041184482967999914e-03,8.183598985553011684e-02
2.111778049999999894e+03,2.282059293336101691e-01,-1.984035056150030077e-02,9.521211972585191807e-02
2.113706610000000182e+03,2.202952016012997005e-01,-1.026087317626443556e-02,9.008213360249835155e-02
2.115635180000000219e+03,2.302260469191400039e-01,2.190616545739999463e-03,8.762549298670872788e-02
