wavenumber(cm^-1),k(x),k(y),k(z)
1.045281919999999900e+03,2.149148116068331273e-05,1.885487117037750810e-05,1.723641392502515122e-05
1.047210489999999936e+03,2.156121879544051136e-05,1.890949422803486535e-05,1.729063412134624472e-05
1.049139049999999997e+03,2.163130323793293277e-05,1.896436152702919971e-05,1.734511765129876878e-05
1.051067610000000059e+03,2.170173720077068176e-05,1.901947486225554756e-05,1.739986655702067329e-05
1.052996180000000095e+03,2.177252342409804128e-05,1.907483604589409250e-05,1.745488290131966692e-05
1.054924739999999929e+03,2.184366356653246518e-05,1.913044604061881599e-05,1.751016790583564503e-05
1.056853309999999965e+03,2.191516077925766400e-05,1.918630697236198450e-05,1.756572395158250834e-05
1.058781870000000026e+03,2.198701675516695405e-05,1.924241982360337482e-05,1.762155228575382841e-05
1.060710440000000062e+03,2.205923469495656736e-05,1.929878675073168844e-05,1.767765532648280042e-05
1.062638999999999896e+03,2.213181632658017410e-05,1.935540875647866362e-05,1.773403434711166873e-05
1.064567559999999958e+03,2.220476452204061125e-05,1.941228773267632491e-05,1.779069150914378743e-05
1.066496129999999994e+03,2.227808218277841073e-05,1.946942558956276347e-05,1.784762899619300806e-05
1.068424690000000055e+03,2.235177109085767589e-05,1.952682336111323592e-05,1.790484812197724694e-05
1.070353260000000091e+03,2.242583457518172523e-05,1.958448328244244722e-05,1.796235140077275330e-05
1.072281819999999925e+03,2.250027445492964347e-05,1.964240640894693765e-05,1.802014017400416899e-05
1.074210389999999961e+03,2.257509411212445190e-05,1.970059500830363209e-05,1.807821699579624221e-05
1.076138950000000023e+03,2.265029540392025996e-05,1.975905015782020380e-05,1.813658323593404312e-05
1.078067520000000059e+03,2.272588176654702626e-05,1.981777415836990340e-05,1.819524148921493453e-05
1.079996079999999893e+03,2.280185509601724211e-05,1.987676810967475263e-05,1.825419315445604763e-05
1.081924639999999954e+03,2.287821848690697250e-05,1.993603403844045567e-05,1.831344055999066192e-05
1.083853209999999990e+03,2.295497506592308136e-05,1.999557399136360904e-05,1.837298605830168448e-05
1.085781770000000051e+03,2.303212678907437603e-05,2.005538910276145545e-05,1.843283109305408302e-05
1.087710340000000087e+03,2.310967723304638765e-05,2.011548175937706047e-05,1.849297836447077296e-05
1.089638899999999921e+03,2.318762839501868164e-05,2.017585311925977834e-05,1.855342934700926987e-05
1.091567469999999958e+03,2.326598390991042284e-05,2.023650560469664704e-05,1.861418678462001958e-05
1.093496030000000019e+03,2.334474581704001209e-05,2.029744039802076761e-05,1.867525218329132557e-05
1.095424600000000055e+03,2.342391781077528959e-05,2.035865995777100232e-05,1.873662833162493483e-05
1.097353159999999889e+03,2.350350197356901281e-05,2.042016549113174500e-05,1.879831676789939866e-05
1.099281719999999950e+03,2.358350164458839827e-05,2.048195917245802827e-05,1.886032000399543175e-05
1.101210289999999986e+03,2.366392019813560270e-05,2.054404319786045846e-05,1.892264057822176288e-05
1.103138850000000048e+03,2.374475978328803396e-05,2.060641881289852135e-05,1.898528007876196637e-05
1.105067420000000084e+03,2.382602424856238509e-05,2.066908856996115408e-05,1.904824141004939566e-05
1.106995979999999918e+03,2.390771578877870610e-05,2.073205374094870020e-05,1.911152619454801406e-05
1.108924549999999954e+03,2.398983831640761843e-05,2.079531691712691691e-05,1.917513738477378968e-05
1.110853110000000015e+03,2.407239407310326020e-05,2.085887939735962902e-05,1.923907663830813991e-05
1.112781680000000051e+03,2.415538703665398226e-05,2.092274381258448293e-05,1.930334695678569080e-05
1.114710240000000113e+03,2.423881949666997036e-05,2.098691148926946006e-05,1.936795003376691571e-05
1.116638799999999947e+03,2.432269506158760269e-05,2.105138476373477784e-05,1.943288858347929157e-05
1.118567369999999983e+03,2.440701737832982912e-05,2.111616599602407802e-05,1.949816534912824113e-05
1.120495930000000044e+03,2.449178881061767139e-05,2.118125655525656800e-05,1.956378207990991974e-05
1.122424500000000080e+03,2.457701350572510476e-05,2.124665917515672231e-05,1.962974190498570647e-05
1.124353059999999914e+03,2.466269387827556208e-05,2.131237525413361234e-05,1.969604661178903974e-05
1.126281629999999950e+03,2.474883414591336049e-05,2.137840756852784773e-05,1.976269938245947915e-05
1.128210190000000011e+03,2.483543677540025986e-05,2.144475754674511457e-05,1.982970204361951986e-05
1.130138760000000048e+03,2.492250605627880066e-05,2.151142800863261624e-05,1.989705783155795889e-05
1.132067320000000109e+03,2.501004450872089315e-05,2.157842041332166434e-05,1.996476861306151006e-05
1.133995879999999943e+03,2.509805603814674790e-05,2.164573727518429735e-05,2.003283732588868966e-05
1.135924449999999979e+03,2.518654459221657038e-05,2.171338113451704743e-05,2.010126693964639854e-05
1.137853010000000040e+03,2.527551277367861838e-05,2.178135349795109235e-05,2.017005938326337384e-05
1.139781580000000076e+03,2.536496505878043362e-05,2.184965729815678420e-05,2.023921803373507277e-05
1.141710139999999910e+03,2.545490410701429853e-05,2.191829407440280160e-05,2.030874486272578225e-05
1.143638709999999946e+03,2.554533447220478179e-05,2.198726680617686771e-05,2.037864330573504744e-05
1.145567270000000008e+03,2.563625887199011467e-05,2.205657706619036166e-05,2.044891537824249927e-05
1.147495840000000044e+03,2.572768193949494760e-05,2.212622788175446308e-05,2.051956457557454832e-05
1.149424400000000105e+03,2.581960645194173281e-05,2.219622085984911892e-05,2.059059295814055318e-05
1.151352959999999939e+03,2.591203664293317279e-05,2.226655871102448711e-05,2.066200371117523347e-05
1.153281529999999975e+03,2.600497679252525586e-05,2.233724417422898914e-05,2.073380005499400502e-05
1.155210090000000037e+03,2.609842977011320094e-05,2.240827890945442372e-05,2.080598411956080106e-05
1.157138660000000073e+03,2.619240041490357849e-05,2.247966606814169108e-05,2.087855955579704807e-05
1.159067219999999907e+03,2.628689165966295677e-05,2.255140734673092247e-05,2.095152854152761867e-05
1.160995789999999943e+03,2.638190842929531948e-05,2.262350594822248282e-05,2.102489479242637926e-05
1.162924350000000004e+03,2.647745372152900375e-05,2.269596360642114601e-05,2.109866053541294698e-05
1.164852920000000040e+03,2.657353254890550500e-05,2.276878357701978038e-05,2.117282955241355072e-05
1.166781480000000101e+03,2.667014797575289106e-05,2.284196763213312172e-05,2.124740412071324724e-05
1.168710039999999935e+03,2.676730459905592174e-05,2.291551869897877461e-05,2.132238770015813770e-05
1.170638609999999971e+03,2.686500706699354029e-05,2.298943973595786837e-05,2.139778378932565356e-05
1.172567170000000033e+03,2.696325854696787492e-05,2.306373257448364198e-05,2.147359474351806123e-05
1.174495740000000069e+03,2.706206427946135446e-05,2.313840060715587144e-05,2.154982451713038274e-05
1.176424299999999903e+03,2.716142750278191615e-05,2.321344570618650305e-05,2.162647551918210465e-05
1.178352869999999939e+03,2.726135355227456283e-05,2.328887132109611660e-05,2.170355177591029371e-05
1.180281430000000000e+03,2.736184573896422082e-05,2.336467936594390440e-05,2.178105575146475832e-05
1.182210000000000036e+03,2.746290949525496573e-05,2.344087334845867913e-05,2.185899154562699368e-05
1.184138560000000098e+03,2.756454820675334418e-05,2.351745522562753054e-05,2.193736167913456540e-05
1.186067119999999932e+03,2.766676687364099426e-05,2.359442816457030462e-05,2.201616991728639141e-05
1.187995689999999968e+03,2.776957055263830536e-05,2.367179536673655064e-05,2.209542006824723005e-05
1.189924250000000029e+03,2.787296274484356027e-05,2.374955885560632560e-05,2.217511474046473245e-05
1.191852820000000065e+03,2.797694913531905339e-05,2.382772229030132426e-05,2.225525822536326845e-05
1.193781379999999899e+03,2.808153330465460240e-05,2.390628774008219621e-05,2.233585319182107226e-05
1.195709949999999935e+03,2.818672104315402791e-05,2.398525892708187115e-05,2.241690401117038564e-05
1.197638509999999997e+03,2.829251601296416555e-05,2.406463796754307362e-05,2.249841341434272751e-05
1.199567080000000033e+03,2.839892411211915161e-05,2.414442864807416639e-05,2.258038585451948910e-05
1.201495640000000094e+03,2.850594908645405929e-05,2.422463313314310529e-05,2.266282412635727992e-05
1.203424199999999928e+03,2.861359638449543333e-05,2.430525485621090503e-05,2.274573233576629192e-05
1.205352769999999964e+03,2.872187151735150951e-05,2.438629728863634207e-05,2.282911463622104578e-05
1.207281330000000025e+03,2.883077836052631452e-05,2.446776266963956808e-05,2.291297392122211194e-05
1.209209900000000061e+03,2.894032309273945303e-05,2.454965495370721676e-05,2.299731485745664227e-05
1.211138459999999895e+03,2.905050967879539242e-05,2.463197643156416584e-05,2.308214040657187755e-05
1.213067029999999932e+03,2.916134441443181334e-05,2.471473112764570066e-05,2.316745532437036414e-05
1.214995589999999993e+03,2.927283135612044062e-05,2.479792138556947820e-05,2.325326264251567916e-05
1.216924150000000054e+03,2.938497633623610324e-05,2.488155086661014768e-05,2.333956675934574141e-05
1.218852720000000090e+03,2.949778525498830784e-05,2.496562327305098749e-05,2.342637212487174510e-05
1.220781279999999924e+03,2.961126231094452602e-05,2.505014103054447708e-05,2.351368187941918039e-05
1.222709849999999960e+03,2.972541410495028240e-05,2.513510834582436318e-05,2.360150101144265313e-05
1.224638410000000022e+03,2.984024493347786679e-05,2.522052770110074841e-05,2.368983273622553938e-05
1.226566980000000058e+03,2.995576152466484395e-05,2.530640337913510869e-05,2.377868213941464420e-05
1.228495539999999892e+03,3.007196827552069702e-05,2.539273792024624297e-05,2.386805251333936907e-05
1.230424109999999928e+03,3.018887204460703351e-05,2.547953568508198381e-05,2.395794904330980136e-05
1.232352669999999989e+03,3.030647733218689338e-05,2.556679927367318193e-05,2.404837510086282662e-05
1.234281230000000050e+03,3.042479051514586507e-05,2.565453267033020637e-05,2.413933550047584435e-05
1.236209800000000087e+03,3.054381804577470377e-05,2.574273990487357128e-05,2.423083511425169103e-05
1.238138359999999921e+03,3.066356458449236508e-05,2.583142367002439394e-05,2.432287743674757644e-05
1.240066929999999957e+03,3.078403733024701603e-05,2.592058852966450228e-05,2.441546791375146585e-05
1.241995490000000018e+03,3.090524105387705762e-05,2.601023724047226576e-05,2.450861012474539677e-05
1.243924060000000054e+03,3.102718309647440334e-05,2.610037445119255068e-05,2.460230962445827371e-05
1.245852619999999888e+03,3.114986834232546929e-05,2.619100298426097113e-05,2.469657007971984544e-05
1.247781189999999924e+03,3.127330427824618475e-05,2.628212757542461685e-05,2.479139715704262533e-05
1.249709749999999985e+03,3.139749590509470967e-05,2.637375111473555338e-05,2.488679461310992216e-05
1.251638310000000047e+03,3.152245020919896239e-05,2.646587794814071949e-05,2.498276773001160557e-05
1.253566880000000083e+03,3.164817426092030202e-05,2.655851247226170803e-05,2.507932185429816198e-05
1.255495439999999917e+03,3.177467324204877064e-05,2.665165768220570931e-05,2.517646088231263778e-05
1.257424009999999953e+03,3.190195502010307753e-05,2.674531854103779778e-05,2.527419077308114880e-05
1.259352570000000014e+03,3.203002490169950053e-05,2.683949811641856705e-05,2.537251551944036886e-05
1.261281140000000050e+03,3.215889091349868819e-05,2.693420146646095914e-05,2.547144120289959043e-05
1.263209700000000112e+03,3.228855849043510504e-05,2.702943173347506918e-05,2.557097191560570598e-05
1.265138269999999920e+03,3.241903582241310611e-05,2.712519407309023180e-05,2.567111386483823826e-05
1.267066829999999982e+03,3.255032847629049783e-05,2.722149170443558303e-05,2.577187124496982306e-05
1.268995390000000043e+03,3.268244412225330649e-05,2.731832937967993176e-05,2.587324986515438936e-05
1.270923960000000079e+03,3.281539052439181290e-05,2.741571190761087258e-05,2.597525560687662176e-05
1.272852519999999913e+03,3.294917345446671773e-05,2.751364262682189950e-05,2.607789282353930389e-05
1.274781089999999949e+03,3.308380152929869757e-05,2.761212694809348894e-05,2.618116805194585584e-05
1.276709650000000011e+03,3.321928066211802567e-05,2.771116829260188602e-05,2.628508575546520851e-05
1.278638220000000047e+03,3.335561964839214887e-05,2.781077217796417163e-05,2.638965260905967546e-05
1.280566780000000108e+03,3.349282454685009291e-05,2.791094211039251205e-05,2.649487318935472242e-05
1.282495349999999917e+03,3.363090433633128540e-05,2.801168371720762635e-05,2.660075431328168683e-05
1.284423909999999978e+03,3.376986522524113205e-05,2.811300059219882283e-05,2.670730067413018958e-05
1.286352470000000039e+03,3.390971565317850612e-05,2.821489794548521807e-05,2.681451867704296360e-05
1.288281040000000075e+03,3.405046416496488102e-05,2.831738105068484117e-05,2.692241480860335033e-05
1.290209599999999909e+03,3.419211720165417118e-05,2.842045363792079882e-05,2.703099394375293923e-05
1.292138169999999946e+03,3.433468422215276561e-05,2.852412162197992624e-05,2.714026327188979060e-05
1.294066730000000007e+03,3.447817182825196219e-05,2.862838882732863906e-05,2.725022779368238999e-05
1.295995300000000043e+03,3.462258967996989409e-05,2.873326128930340668e-05,2.736089485490015994e-05
1.297923860000000104e+03,3.476794454452078492e-05,2.883874292959534970e-05,2.747226958579324768e-05
1.299852429999999913e+03,3.491424628848266860e-05,2.894483990743699220e-05,2.758435949294440079e-05
1.301780989999999974e+03,3.506150184933932892e-05,2.905155624473685589e-05,2.769716984018375574e-05
1.303709550000000036e+03,3.520972053479135867e-05,2.915889766987255527e-05,2.781070770888928716e-05
1.305638120000000072e+03,3.535891177078607844e-05,2.926686998272449931e-05,2.792498027246311261e-05
1.307566679999999906e+03,3.550908275967261114e-05,2.937547736137848962e-05,2.803999300292402217e-05
1.309495249999999942e+03,3.566024390943435117e-05,2.948472629024962932e-05,2.815575382935930372e-05
1.311423810000000003e+03,3.581240260555446732e-05,2.959462105561833510e-05,2.827226836802127657e-05
1.313352380000000039e+03,3.596556948308852634e-05,2.970516827848526361e-05,2.838954472562792858e-05
1.315280940000000101e+03,3.611975211611508606e-05,2.981637235673486607e-05,2.850758866720420873e-05
1.317209509999999909e+03,3.627496137306433928e-05,2.992824005187988908e-05,2.862640848229915691e-05
1.319138069999999971e+03,3.643120502226100649e-05,3.004077587694654975e-05,2.874601008942284330e-05
1.321066630000000032e+03,3.658849335373093813e-05,3.015398614925382368e-05,2.886640134002676166e-05
1.322995200000000068e+03,3.674683679079049868e-05,3.026787726698116553e-05,2.898759018994012437e-05
1.324923759999999902e+03,3.690624340416955002e-05,3.038245392280406677e-05,2.910958279712920228e-05
1.326852329999999938e+03,3.706672467473696005e-05,3.049772324766471628e-05,2.923238793221724755e-05
1.328780889999999999e+03,3.722828888248111803e-05,3.061369005884381994e-05,2.935601191923430833e-05
1.330709460000000036e+03,3.739094776544882423e-05,3.073036164272614031e-05,2.948046373136639246e-05
1.332638020000000097e+03,3.755470981926959864e-05,3.084774294524524621e-05,2.960574986408042808e-05
1.334566589999999906e+03,3.771958704649456168e-05,3.096584141286174075e-05,2.973187949923883212e-05
1.336495149999999967e+03,3.788558816500699439e-05,3.108466212437293772e-05,2.985885930932693968e-05
1.338423710000000028e+03,3.805272457984942267e-05,3.120421206933553666e-05,2.998669802611196909e-05
1.340352280000000064e+03,3.822100784680428016e-05,3.132449832917002310e-05,3.011540450023283445e-05
1.342280839999999898e+03,3.839044703005369067e-05,3.144552619023881609e-05,3.024498568064309774e-05
1.344209409999999934e+03,3.856105482717019404e-05,3.156730352065110172e-05,3.037545129916885560e-05
1.346137969999999996e+03,3.873284054217783316e-05,3.168983575091709496e-05,3.050680849670876603e-05
1.348066540000000032e+03,3.890581716487462023e-05,3.181313092689531735e-05,3.063906723703178144e-05
1.349995100000000093e+03,3.907999424661740559e-05,3.193719462808689729e-05,3.077223485936876537e-05
1.351923659999999927e+03,3.925538416538391462e-05,3.206203443425327895e-05,3.090632086899996805e-05
1.353852229999999963e+03,3.943199946542314595e-05,3.218765802696295803e-05,3.104133490311370113e-05
1.355780790000000025e+03,3.960985008373529690e-05,3.231407121871813392e-05,3.117728461097268470e-05
1.357709360000000061e+03,3.978894977877452127e-05,3.244128252429870476e-05,3.131418056844451336e-05
1.359637919999999895e+03,3.996930875482113121e-05,3.256929791819441978e-05,3.145203064023652625e-05
1.361566489999999931e+03,4.015094109385446342e-05,3.269812611317338228e-05,3.159084566070462387e-05
1.363495049999999992e+03,4.033385727594116828e-05,3.282777325129998162e-05,3.173063371733609011e-05
1.365423620000000028e+03,4.051807171625598135e-05,3.295824824964243958e-05,3.187140591124163082e-05
1.367352180000000089e+03,4.070359517947405787e-05,3.308955742366485159e-05,3.201317056032127145e-05
1.369280739999999923e+03,4.089044145170305639e-05,3.322170921387947705e-05,3.215593829813152019e-05
1.371209309999999959e+03,4.107862450825055530e-05,3.335471217752254794e-05,3.229971990963561798e-05
1.373137870000000021e+03,4.126815555797871472e-05,3.348857290162813053e-05,3.244452407336030023e-05
1.375066440000000057e+03,4.145904989371874499e-05,3.362330084338326569e-05,3.259036259564553702e-05
1.376994999999999891e+03,4.165131903248080392e-05,3.375890277889957372e-05,3.273724440593259405e-05
1.378923569999999927e+03,4.184497863701949988e-05,3.389538839390288170e-05,3.288518160892492105e-05
1.380852129999999988e+03,4.204004054254559567e-05,3.403276466034036558e-05,3.303418339377990794e-05
1.382780700000000024e+03,4.223652079311069019e-05,3.417104150006475277e-05,3.318426217343272962e-05
1.384709260000000086e+03,4.243443155256644220e-05,3.431022608791524370e-05,3.333542740593732791e-05
1.386637819999999920e+03,4.263378822058044290e-05,3.445032786093470779e-05,3.348769103034640203e-05
1.388566389999999956e+03,4.283460641292968790e-05,3.459135639077590092e-05,3.364106516034007390e-05
1.390494950000000017e+03,4.303689880688410302e-05,3.473331917053332652e-05,3.379555967538538642e-05
1.392423520000000053e+03,4.324068245234122672e-05,3.487622674775654660e-05,3.395118780487644839e-05
1.394352079999999887e+03,4.344597038311392534e-05,3.502008683748086392e-05,3.410795972187676223e-05
1.396280649999999923e+03,4.365278007368505813e-05,3.516491025262136953e-05,3.426588900187612030e-05
1.398209209999999985e+03,4.386112492634078260e-05,3.531070493838269760e-05,3.442498612216738404e-05
1.400137780000000021e+03,4.407102285358830351e-05,3.545748198223414938e-05,3.458526501619180047e-05
1.402066340000000082e+03,4.428248763859566174e-05,3.560524956816175902e-05,3.474673647657856363e-05
1.403994899999999916e+03,4.449553653701146137e-05,3.575401829377956040e-05,3.490941396041208545e-05
1.405923469999999952e+03,4.471018705230340567e-05,3.590379891289476104e-05,3.507331112724630228e-05
1.407852030000000013e+03,4.492645356330594180e-05,3.605459998468337293e-05,3.523843926459879950e-05
1.409780600000000049e+03,4.514435513983570486e-05,3.620643332595600117e-05,3.540481325603975638e-05
1.411709160000000111e+03,4.536390657483414346e-05,3.635930775798822427e-05,3.557244473437097077e-05
1.413637729999999920e+03,4.558512742740453665e-05,3.651323540768718670e-05,3.574134898676393471e-05
1.415566289999999981e+03,4.580803291883260309e-05,3.666822536853500675e-05,3.591153800423412857e-05
1.417494860000000017e+03,4.603264311346664438e-05,3.682429008875586467e-05,3.608302749189475376e-05
1.419423420000000078e+03,4.625897367575051685e-05,3.698143894462706900e-05,3.625582981248906534e-05
1.421351979999999912e+03,4.648704400473010063e-05,3.713968389403567253e-05,3.642996019767971483e-05
1.423280549999999948e+03,4.671687378484020299e-05,3.729903707734284036e-05,3.660543411518677034e-05
1.425209110000000010e+03,4.694847937437623199e-05,3.745950831599961832e-05,3.678226451204504710e-05
1.427137680000000046e+03,4.718188217483233738e-05,3.762111091410892259e-05,3.696046820522214306e-05
1.429066240000000107e+03,4.741709902742255716e-05,3.778385500469582812e-05,3.714005855004689105e-05
1.430994809999999916e+03,4.765415189990893275e-05,3.794775425675828883e-05,3.732105283684753144e-05
1.432923369999999977e+03,4.789305813349546454e-05,3.811281912740910761e-05,3.750346484507389473e-05
1.434851940000000013e+03,4.813384028125796701e-05,3.827906366435814532e-05,3.768731235589293453e-05
1.436780500000000075e+03,4.837651620217234174e-05,3.844649866194081852e-05,3.787260958944689256e-05
1.438709059999999909e+03,4.862110778119046084e-05,3.861513768349587959e-05,3.805937386377436678e-05
1.440637629999999945e+03,4.886763723338498089e-05,3.878499450710120282e-05,3.824762277380418056e-05
1.442566190000000006e+03,4.911612322939373228e-05,3.895608045902169248e-05,3.843737123352068805e-05
1.444494760000000042e+03,4.936658987409682818e-05,3.912841059870124095e-05,3.862863833302276212e-05
1.446423320000000103e+03,4.961905640373507655e-05,3.930199662545647357e-05,3.882143947195449389e-05
1.448351889999999912e+03,4.987354758154080174e-05,3.947685403136215611e-05,3.901579429903837887e-05
1.450280449999999973e+03,5.013008322993911108e-05,3.965299490442404906e-05,3.921171871910400801e-05
1.452209020000000010e+03,5.038868879336935247e-05,3.983043518651974472e-05,3.940923296095725532e-05
1.454137580000000071e+03,5.064938470190957217e-05,4.000918737079346433e-05,3.960835345508771231e-05
1.456066139999999905e+03,5.091219573677150046e-05,4.018926692975545060e-05,3.980909998770792367e-05
1.457994709999999941e+03,5.117714706286236406e-05,4.037068959066227741e-05,4.001149267194752313e-05
1.459923270000000002e+03,5.144426006405734299e-05,4.055346848712530360e-05,4.021554876740573742e-05
1.461851840000000038e+03,5.171356199426054039e-05,4.073762076653578346e-05,4.042129005386591988e-05
1.463780400000000100e+03,5.198507490286846493e-05,4.092316001267983796e-05,4.062873437233358536e-05
1.465708969999999908e+03,5.225882681291606571e-05,4.111010389011778585e-05,4.083790416626201865e-05
1.467637529999999970e+03,5.253484046427862636e-05,4.129846645254128888e-05,4.104881788234303921e-05
1.469566100000000006e+03,5.281314467671376919e-05,4.148826590323963936e-05,4.126149865427577952e-05
1.471494660000000067e+03,5.309376290664982896e-05,4.167951678661976911e-05,4.147596555995136192e-05
1.473423219999999901e+03,5.337672332604182244e-05,4.187223686428620252e-05,4.169224132505038347e-05
1.475351789999999937e+03,5.366205455509956228e-05,4.206644420271065234e-05,4.191034906398027275e-05
1.477280349999999999e+03,5.394978117653140818e-05,4.226215412389974861e-05,4.213030885216233554e-05
1.479208920000000035e+03,5.423993413071352324e-05,4.245938628007273535e-05,4.235214567406773561e-05
1.481137480000000096e+03,5.453253878734907187e-05,4.265815654114848987e-05,4.257588030601527581e-05
1.483066049999999905e+03,5.482762699003999423e-05,4.285848518313852023e-05,4.280153852671089471e-05
1.484994609999999966e+03,5.512522492593207847e-05,4.306038864903141906e-05,4.302914184383670220e-05
1.486923170000000027e+03,5.542536381246519902e-05,4.326388680666183161e-05,4.325871566800416592e-05
1.488851740000000063e+03,5.572807537486256662e-05,4.346899987673733966e-05,4.349028585696443393e-05
1.490780299999999897e+03,5.603338708662783727e-05,4.367574521219988898e-05,4.372387507613741472e-05
1.492708869999999933e+03,5.634133319949533329e-05,4.388414477172749922e-05,4.395951123892072158e-05
1.494637429999999995e+03,5.665194208686535687e-05,4.409421655074707597e-05,4.419721782556590428e-05
1.496566000000000031e+03,5.696524902789335269e-05,4.430598323451910223e-05,4.443702366775777125e-05
1.498494560000000092e+03,5.728128333159373761e-05,4.451946349159865599e-05,4.467895309716732533e-05
1.500423129999999901e+03,5.760008134376048728e-05,4.473468076707082366e-05,4.492303590353549203e-05
1.502351689999999962e+03,5.792167334643343041e-05,4.495165443507980770e-05,4.516929730855731768e-05
1.504280250000000024e+03,5.824609510348729817e-05,4.517040759677829918e-05,4.541776680780762845e-05
1.506208820000000060e+03,5.857338297797209248e-05,4.539096378311687619e-05,4.566847443617212888e-05
1.508137379999999894e+03,5.890356878555453912e-05,4.561334349178848465e-05,4.592144682748369413e-05
1.510065949999999930e+03,5.923669172240631674e-05,4.583757222594057678e-05,4.617671635506933188e-05
1.511994509999999991e+03,5.957278467880614881e-05,4.606367127884848916e-05,4.643431064897224044e-05
1.513923080000000027e+03,5.991188806986152781e-05,4.629166704604394431e-05,4.669426319765147560e-05
1.515851640000000089e+03,6.025403590458699814e-05,4.652158165629619111e-05,4.695660267410790742e-05
1.517780209999999897e+03,6.059926986529376078e-05,4.675344244066105765e-05,4.722136373255259587e-05
1.519708769999999959e+03,6.094762512603673472e-05,4.698727240581419649e-05,4.748857613838032723e-05
1.521637330000000020e+03,6.129914285596140520e-05,4.722309863609960509e-05,4.775827436010947303e-05
1.523565900000000056e+03,6.165386493565226255e-05,4.746094874527691709e-05,4.803049352267154754e-05
1.525494459999999890e+03,6.201182837859690498e-05,4.770084714231228668e-05,4.830526512908029008e-05
1.527423029999999926e+03,6.237307826191373493e-05,4.794282370372202740e-05,4.858262698875717435e-05
1.529351589999999987e+03,6.273765289023233510e-05,4.818690383456425560e-05,4.886261183370917198e-05
1.531280160000000024e+03,6.310559879608034666e-05,4.843311852012457052e-05,4.914525884024956555e-05
1.533208720000000085e+03,6.347695563018206967e-05,4.868149421425653842e-05,4.943060202979111724e-05
1.535137289999999894e+03,6.385177144035268811e-05,4.893206306778158637e-05,4.971868201074835305e-05
1.537065849999999955e+03,6.423008728117149380e-05,4.918485263952155679e-05,5.000953415799015320e-05
1.538994410000000016e+03,6.461195078931920605e-05,4.943989497794684711e-05,5.030319905105837394e-05
1.540922980000000052e+03,6.499741045193642409e-05,4.969722279179032850e-05,5.059971807647415819e-05
1.542851540000000114e+03,6.538650954425317280e-05,4.995686541090287941e-05,5.089912876802289151e-05
1.544780109999999922e+03,6.577930018451797118e-05,5.021885817324379746e-05,5.120147562590358437e-05
1.546708669999999984e+03,6.617582720965484199e-05,5.048323167107189103e-05,5.150679771524464752e-05
1.548637240000000020e+03,6.657614448774332432e-05,5.075002263760479692e-05,5.181514122912640020e-05
1.550565800000000081e+03,6.698029848641231653e-05,5.101926299812258199e-05,5.212654684307637732e-05
1.552494369999999890e+03,6.738834489852267768e-05,5.129099095694220778e-05,5.244106252814758500e-05
1.554422929999999951e+03,6.780033189509626667e-05,5.156523984788643008e-05,5.275873065434588997e-05
1.556351490000000013e+03,6.821631490524268215e-05,5.184204798541975826e-05,5.307959938899698392e-05
